SAP,Material Description,routing time,Class,Class Code
500320309,"PA G0211103,B0003888,richtung p2 DRX310",56.0,Low,1
500520008,PA G0211108 Fliegend DRX310_F,85.0,Low,1
500530815,"PA G0211108,Flying,DA,Üb.1mm DRX310_F",93.0,Low,1
500260816,"PA G0211108,Y9906678,PT,DA DRX310_F",111.0,Low,1
500211477,"PA G0211111,DA DRX310",45.0,Low,1
500309548,"PA G0211114,Klappbare DRX310_F",54.0,Low,1
500404446,"PA G0211114,Z2100200 DRX310_F",55.0,Low,1
500413140,"PA G0211114,Z2100296_ML0_DRX310_F",41.0,Low,1
500306372,"PA G0211124,B0007952,DA DRX310_F",38.0,Low,1
500301807,"PA G0211124,DA DRX310",51.0,Low,1
500500336,"PA G0211126,B0007952,DA DRX310_F",90.0,Low,1
500195371,"PA G0211126,DA DRX310_F",35.0,Low,1
500254157,"PA G0211129,B0004559 DRX310",55.0,Low,1
500237222,"PA G0211130,G0211100,G0411063,PT DRX310",49.0,Low,1
500427462,"PA G0211131,B0301418,DA DRX310_F",90.0,Low,1
500243464,"PA G0211131,DA+SV DRX310_F",63.0,Low,1
500406331,PA G0211144 Klappbar DRX310_F,70.0,Low,1
500328833,"PA G0211147,DA DRX310",36.0,Low,1
500309336,PA G0211152 DRX310,46.0,Low,1
500351759,PA G0211162 DRX310,46.0,Low,1
500380655,PA G0211164 DRX310_F,42.0,Low,1
500431104,PA G0211169 DRX310_F,60.0,Low,1
500514315,"PA G0211174,B0300901,DA,2,Üb1mm DRX310_F",58.0,Low,1
500504853,"PA G0211174,DA DRX310_F",100.0,Low,1
500531342,"PA G0211174,DA,Üb.1mm DRX310_F",65.0,Low,1
500512103,PA G0211176 DRX310_F,90.0,Low,1
500520005,"PA G0211176,DA Fliegend DRX310_F",58.0,Low,1
500531345,"PA G0211176,DA,Üb.1mm DRX310_F",70.0,Low,1
500505011,PA G0211178 3D Printer DRX316,32.0,Low,1
500535264,PA G0211181 DRX310_F,54.0,Low,1
500575760,"PA G0211189,B0033002,DA,SV DRX310_F",80.0,Low,1
500218610,"PA G0212017,G0001290 DRX310",58.0,Low,1
500521214,"PA G0212017,G0001290,Flying DRX310_F",70.0,Low,1
500469901,"PA G0212017,G0001290,SV DRX310_F",56.0,Low,1
500422354,PA G0212019 3D Printer DRX316,39.0,Low,1
500163087,"PA G0212022,G0001290 DRX310",54.0,Low,1
500306697,PA G0212024 DRX310,69.0,Low,1
500578394,"PA G0212034,G0003350,G0003351,PO DRX310F",60.0,Low,1
500528215,"PA G0212034,G0003356,Fliegend DRX310_F",100.0,Low,1
500575699,"PA G0212034,G0003356,G0003350,SV DRX310F",45.0,Low,1
500171380,"PA G0220003/11,PT_DRX310 new",61.0,Low,1
500181833,PA G0220066 DRX310,77.0,Low,1
500155481,PA G0220088 DRX310 NEU_F,42.0,Low,1
500255315,"PA G0220108,PT DRX310",73.0,Low,1
500203001,"PA G0220138,DA DRX310 New_F",39.0,Low,1
500362012,"PA G0220138,T0101980,DA,SV DRX310_F",68.0,Low,1
500166338,"PA G0220178,PT,DA DRX310 NEU",102.0,Low,1
500165953,"PA G0220180,B0300118 ka ü.Verrast_DRX310",128.0,Low,1
500165951,"PA G0220180,B0300119,PT,DA Ab.Ka1_DRX310",153.0,Low,1
500362706,"PA G0220180,B0300257,PT,ML180° DRX310",153.0,Low,1
500166369,"PA G0220180,PT,DA DRX310 NEU",79.0,Low,1
500166316,"PA G0220192,DA DRX310 NEU",150.0,Low,1
500261802,"PA G0220207,SV DRX310",54.0,Low,1
500523216,"PA G0220209,FA DRX310_F",54.0,Low,1
500235784,PA G0220213 DRX310,55.0,Low,1
500178821,PA G0220213 DRX316,51.0,Low,1
500163139,"PA G0220213,B0001792 DRX310",68.0,Low,1
500374198,"PA G0220213,B0002564 DRX310_F",63.0,Low,1
500373883,"PA G0220213,B0002564 DRX316",28.0,Low,1
500385311,"PA G0220213,B0004913 DRX310_F",35.0,Low,1
500164340,"PA G0220213,FA DRX310_F",61.0,Low,1
500172784,"PA G0220213,G0000710 DRX310",68.0,Low,1
500148834,"PA G0220228,DA_DRX310_F",41.0,Low,1
500148836,"PA G0220229,DA_DRX310_F",54.0,Low,1
500342578,"PA G0220232,E0510006 DRX310",128.0,Low,1
500479119,"PA G0220232,Flying DRX310_F",49.0,Low,1
500206841,PA G0220236 DRX310,33.0,Low,1
500230546,"PA G0220239,DA,Züruckgeb DRX310",31.0,Low,1
500237799,"PA G0220239,G0001147,ANW DRX310_F",30.0,Low,1
500339626,"PA G0220239,G0211075,ANW DRX310",31.0,Low,1
500166308,"PA G0220245,DA,PT DRX310 NEU",68.0,Low,1
500238970,PA G0220246 DRX310_F,29.0,Low,1
500311595,"PA G0220246,RS,DRX360",29.0,Low,1
500373829,"PA G0220246,SV offen DRX310_F",31.0,Low,1
500159533,PA G0220247 DA DRX310_F,33.0,Low,1
500166307,"PA G0220248,PT DRX310 NEU",69.0,Low,1
500315645,PA G0220249 DRX310,29.0,Low,1
500166301,"PA G0220249,PT DRX310 NEU",85.0,Low,1
500166033,"PA G0220260,DA,PT DRX310_F NEU",153.0,Low,1
500245049,PA G0220266 DRX310_F,30.0,Low,1
500311725,"PA G0220266,RS,DRX360",29.0,Low,1
500315650,"PA G0220266,SV.offen DRX310",33.0,Low,1
500183014,PA G0220275 DRX316,28.0,Low,1
500148055,PA G0220275_DRX310_F,30.0,Low,1
500514603,"PA G0220275,mit SV closed DRX310_F",39.0,Low,1
500350240,"PA G0220275,SV Offen DRX310_F",45.0,Low,1
500422356,PA G0220293 3D Printer DRX316,34.0,Low,1
500153989,PA G0220293 DRX310,40.0,Low,1
500508196,"PA G0220293,FA,SV DRX310_F",150.0,Low,1
500508224,"PA G0220293,SV open DRX310_F",36.0,Low,1
500508526,"PA G0220295,FA,SV DRX310_F",150.0,Low,1
500258390,PA G0220297 DRX310,61.0,Low,1
500220854,PA G0220309 DRX310,26.0,Low,1
500190816,"PA G0220315,DA DRX310_F",39.0,Low,1
500237654,"PA G0220317,DA DRX310",51.0,Low,1
500226907,PA G0220325 DRX310 Neu,25.0,Low,1
500235315,"PA G0220335,PT DRX310_F",63.0,Low,1
500258320,PA G0220337 DRX310,65.0,Low,1
500152615,"PA G0220338,DA DRX310",43.0,Low,1
500307707,"PA G0220338,T0200284,DA+SV DRX310",70.0,Low,1
500165969,"PA G0220350,PT DRX310 NEU",72.0,Low,1
500147415,"PA G0220363_DA,DRX310_F",50.0,Low,1
500159686,PA G0220368_DRX310,26.0,Low,1
500147413,PA G0220369_DA_DRX310,32.0,Low,1
500326297,"PA G0220373,PT,DA DRX310",61.0,Low,1
500154208,"PA G0220374,DA DRX310_F",40.0,Low,1
500179290,PA G0220379 test.SV DRX310_F,59.0,Low,1
500258371,PA G0220380 DRX310,65.0,Low,1
500245083,PA G0220381 DRX310,33.0,Low,1
500205219,"PA G0220395,DA DRX310",35.0,Low,1
500429777,"PA G0220399,DA DRX310_F",52.0,Low,1
500149202,PA G0220401 DA_DRX310,51.0,Low,1
500219924,PA G0220401 SV offen/geschlos DRX310_F,33.0,Low,1
500226962,"PA G0220401,DA+SV DRX310",40.0,Low,1
500204798,PA G0220404 DRX310_F,33.0,Low,1
500372203,PA G0220406 DRX310_F NEU,30.0,Low,1
500199990,PA G0220409 DRX310,28.0,Low,1
500255419,"PA G0220410,PT,DA DRX310",100.0,Low,1
500363062,"PA G0220411,PT,DA,ANW CPA DRX310",130.0,Low,1
500311660,"PA G0220411,RS,DRX360",34.0,Low,1
500200146,PA G0220423 DRX310,34.0,Low,1
500308250,"PA G0220429,CAD3484,SV,schirm DRX310",34.0,Low,1
500381000,PA G0220431 Fakra 2poli DRX310_F,42.0,Low,1
500378572,"PA G0220431,Schirm,Überlap.0,8mmDRX310_F",31.0,Low,1
500364380,PA G0220434 DRX310,27.0,Low,1
500430689,"PA G0220446,G0001147,PO DRX310_F",45.0,Low,1
500239963,"PA G0220446,G0001564,DA DRX310_F",55.8,Low,1
500425672,"PA G0220452,schirm DRX310_F",33.0,Low,1
500206518,PA G0220461 DRX310,22.0,Low,1
500206519,PA G0220463 DRX310,25.0,Low,1
500221625,"PA G0220465,DA DRX310",69.0,Low,1
500226610,"PA G0220466,DA DRX310_F",32.0,Low,1
500236016,PA G0220470 DRX310,24.0,Low,1
500376123,"PA G0220473,CAD6535,ANW,Sonder DRX310_F",27.0,Low,1
500380760,"PA G0220473,Schirm,Überlap0,8mm DRX310_F",38.0,Low,1
500380761,"PA G0220474,Schirm,Überlap0,8mm DRX310_F",38.0,Low,1
500313693,"PA G0220474,Schirm,Überlapp.0,8mm DRX310",40.0,Low,1
500313695,"PA G0220475,Schirm,Überlapp.0,8mm DRX310",40.0,Low,1
500255844,PA G0220482 DRX310,72.0,Low,1
500328608,"PA G0220484,DA,ANW CPA DRX310",145.0,Low,1
500344900,"PA G0220485,B0300901,PT,DA,CPA,p2 DRX310",306.0,Medium,2
500329953,"PA G0220485,B0301098,PT,DA,CPA DRX310_F",190.0,Medium,2
500492984,"PA G0220486_B0300901,DA,2,Ü1mm DRX310_F",130.0,Low,1
500328784,"PA G0220486,B0300901,ANW CPA DRX310",70.0,Low,1
500490553,"PA G0220486,B0300901,CPA,Ü1mm,1 DRX310_F",90.0,Low,1
500328794,"PA G0220486,B0301417,ANW CPA.ML0° DRX310",120.0,Low,1
500491204,"PA G0220486,B0301418,CPA,Üb.1mm DRX310_F",170.0,Medium,2
500328747,"PA G0220486,B0301418,DA,ANW CPA DRX310",41.0,Low,1
500501661,"PA G0220486,B0301418,Ü1mm_SAFETY DRX310F",90.0,Low,1
500541124,"PA G0220486,B0304063/5,CPA,Ü1,p1 DRX310F",61.0,Low,1
500542777,"PA G0220486,B0304064,DA,CPA,Ü1,p2DRX310F",110.0,Low,1
500328783,"PA G0220486,DA,ANW CPA DRX310_F",110.0,Low,1
500490492,"PA G0220486,DA,CPA,Üb.1mm DRX310_F",100.0,Low,1
500490493,"PA G0220486,G0002065,CPA,Ü.1mm,1 DRX310F",120.0,Low,1
500490505,"PA G0220486,G0002065,CPA,Ü.1mm,2 DRX310F",145.0,Low,1
500328788,"PA G0220486,G0002065,P1,ANW CPA DRX310",90.0,Low,1
500328786,"PA G0220486,G0002065,P2,ANW CPA DRX310",70.0,Low,1
500467744,"PA G0220486,G0002065,PO,Abg 1 DRX310_F",48.0,Low,1
500467631,"PA G0220486,G0002065,PO,Abg 2 DRX310_F",48.0,Low,1
500516203,"PA G0220486,G0003342,CPA,1,Ü1mm DRX310_F",68.0,Low,1
500516202,"PA G0220486,G0003342,CPA,2,Ü1mm DRX310_F",68.0,Low,1
500569722,"PA G0220486,G0003427,DA,1,Üb1mm DRX310_F",90.0,Low,1
500569721,"PA G0220486,G0003427,DA,2,Üb1mm DRX310_F",56.0,Low,1
500433430,"PA G0220493,B0301418,DA,SV,CPA DRX310_F",150.0,Low,1
500325981,"PA G0220493,DA,SV,ANW CPA DRX310",74.0,Low,1
500324748,"PA G0220497,DA+SV DRX310",29.0,Low,1
500492987,"PA G0220503_B0301417DA,ML180,Ü1mmDRX310F",160.0,Medium,2
500402436,"PA G0220503,B0300901,B00,DA,Abg1 DRX310F",100.0,Low,1
500490555,"PA G0220503,B0300901,CPA,Ü1mm,1 DRX310_F",120.0,Low,1
500490114,"PA G0220503,B0300901,CPA,Üb1mm,2 DRX310F",80.0,Low,1
500368099,"PA G0220503,B0300901,DA,p2,CPA DRX310_F",80.0,Low,1
500344828,"PA G0220503,B0301417,DA,CPA,ML180°DRX310",70.0,Low,1
500490182,"PA G0220503,B0301418,CPA,Üb.1mm DRX310_F",74.0,Low,1
500324664,"PA G0220503,B0301418,DA DRX310",65.0,Low,1
500501758,"PA G0220503,B0301418,Ü1mm_SAFETY DRX310F",79.0,Low,1
500541100,"PA G0220503,B0304064,CPA,Üb.1,p2 DRX310F",121.0,Low,1
500328825,"PA G0220503,DA,ANW CPA DRX310",43.0,Low,1
500491176,"PA G0220503,DA,CPA,Üb.1mm DRX310_F",150.0,Low,1
500355438,"PA G0220503,G0002065,A.CPA.of,p1 DRX310",68.0,Low,1
500490181,"PA G0220503,G0002065,CPA,Ü.1mm,1 DRX310F",74.0,Low,1
500490180,"PA G0220503,G0002065,CPA,Ü.1mm,2 DRX310F",75.0,Low,1
500323313,"PA G0220503,G0002065,DA+SV,P2 DRX310",50.0,Low,1
500516231,"PA G0220503,G0003342,CPA,1,Ü1mm DRX310_F",68.0,Low,1
500516230,"PA G0220503,G0003342,CPA,2,Ü1mm DRX310_F",80.0,Low,1
500338722,"PA G0220512, B0301418, DA,ANW.CPA DRX310",69.0,Low,1
500394852,"PA G0220512,B0300901,B00,DA,ML0°DRX310_F",61.0,Low,1
500502179,"PA G0220512,B0300901,CPA,1SAFETY DRX310F",64.0,Low,1
500490223,"PA G0220512,B0300901,CPA,Ü.1mm,1 DRX310F",120.0,Low,1
500490227,"PA G0220512,B0300901,CPA,Ü.1mm,2 DRX310F",54.0,Low,1
500344913,"PA G0220512,B0300901,DA,CPA,Abg2 DRX310",70.0,Low,1
500490159,"PA G0220512,B0301418,DA,CPA,Ü1mm DRX310F",170.0,Medium,2
500501663,"PA G0220512,B0301418,Ü1mm_SAFETY DRX310F",80.0,Low,1
500546645,"PA G0220512,B0304064,DA,CPA,Ü1,p2DRX310F",73.0,Low,1
500340641,"PA G0220512,DA,ANW CPA DRX310_F",120.0,Low,1
500491161,"PA G0220512,DA,CPA,Üb.1mm DRX310_F",100.0,Low,1
500490228,"PA G0220512,G0002065,CPA,Ü.1mm,2 DRX310F",120.0,Low,1
500355565,"PA G0220512,G0002065,Da,ANWCPA,p2 DRX310",70.0,Low,1
500564440,"PA G0220512,G0002065,DA,Üb1mm,SV DRX310F",105.0,Low,1
500516158,"PA G0220512,G0003341,DA,CPA,Ü1mm DRX310F",74.0,Low,1
500564273,"PA G0220514,B0300901,CPA,2,Ü1mm DRX310_F",100.0,Low,1
500490221,"PA G0220514,B0300901,CPA,Ü.1mm,1 DRX310F",120.0,Low,1
500512009,"PA G0220514,B0300901,DA,CPA,Ü1mm DRX310F",110.0,Low,1
500512005,"PA G0220514,B0301417,DA,CPA,Ü1mm DRX310F",75.0,Low,1
500490218,"PA G0220514,B0301418,CPA,Üb.1mm DRX310_F",74.0,Low,1
500344852,"PA G0220514,B0301418,DA,ANW CPA DRX310",69.0,Low,1
500501589,"PA G0220514,B0301418,Ü1mm_SAFETY DRX310F",79.0,Low,1
500328849,"PA G0220514,DA,ANW CPA DRX310",81.0,Low,1
500490216,"PA G0220514,DA,CPA,Üb.1mm DRX310_F",120.0,Low,1
500501579,"PA G0220514,DA,Üb1mm,CPA_SAFETY DRX310_F",85.0,Low,1
500501576,"PA G0220514,G.2065,Ü1mm,2_SAFETY DRX310F",68.0,Low,1
500514109,"PA G0220514,G0002065,CPA,1,Ü.1mm DRX310F",180.0,Medium,2
500490184,"PA G0220514,G0002065,CPA,Ü.1mm,2 DRX310F",70.0,Low,1
500368024,"PA G0220514,G0002065,DA,p2,CPA DRX310_F",70.0,Low,1
500516290,"PA G0220514,G0003342,CPA,2,Ü1mm DRX310_F",68.0,Low,1
500427468,PA G0220518 DRX310_F,44.0,Low,1
500307344,"PA G0220518,PT,DA DRX310",84.0,Low,1
500414889,"PA G0220518,PT,DA,ANW CPA DRX310_F",150.0,Low,1
500279461,"PA G0220519,PT,DA DRX310_F",68.0,Low,1
500351826,PA G0220529 DRX310,34.0,Low,1
500381059,"PA G0220533,DA,ANW CPA DRX310_F",90.0,Low,1
500337156,"PA G0220540,DA,CPA Offen DRX310",60.0,Low,1
500337172,"PA G0220540,G0211147,ANW DRX310",33.0,Low,1
500369210,"PA G0220546,DA,PT DRX310_F",51.0,Low,1
500379437,"PA G0220548,CAD 6546,schirm DRX310 NEU_F",34.0,Low,1
500351659,"PA G0220548,CAD6546,schirm,SV DRX310",40.0,Low,1
500479142,"PA G0220548,Schirm,Üb.0,8mm,SV DRX310_F",45.0,Low,1
500369839,"PA G0220559,B0300901,B0033001,p1DRX310_F",180.0,Medium,2
500369978,PA G0220562 DRX316,28.0,Low,1
500402038,"PA G0220565,DA DRX310_F",80.0,Low,1
500488808,"PA G0220567,DA DRX310_F",42.0,Low,1
500515625,"PA G0220567,SV offen DRX310_F",42.0,Low,1
500393826,"PA G0220581,DA DRX310_F",54.0,Low,1
500479143,"PA G0220590,Schirm,Üb.0,8mm,SV DRX310_F",42.0,Low,1
500431799,"PA G0220596,DA DRX310_F",54.0,Low,1
500442281,"PA G0220597,DA,SV DRX310_F",90.0,Low,1
500442282,"PA G0220598,DA,SV DRX310_F",80.0,Low,1
500473119,"PA G0220598,DA,SV,Überlap1,colorDRX310_F",150.0,Low,1
500455172,"PA G0220604,B0,B0300901,DA,SV,1 DRX310_F",90.0,Low,1
500501020,"PA G0220609,DA,CPA DRX310_F",110.0,Low,1
500511594,"PA G0220610,A9900346 DRX310_F",103.0,Low,1
500518748,"PA G0220610,G0003251,A9900346 DRX310_F",39.0,Low,1
500149277,PA G0221014_DRX310,35.0,Low,1
500164621,PA G0221097 DRX310,27.0,Low,1
500159471,PA G0221104 DRX310_F,30.0,Low,1
500173323,PA G0221107_DRX310_F,30.0,Low,1
500180223,PA G0221113 DRX316,28.0,Low,1
500185323,"PA G0221113,DA,abf SV DRX310",39.0,Low,1
500225151,"PA G0221113,G0002144,DA ML180° DRX310_F",46.0,Low,1
500391927,"PA G0221113,SV offen DRX310_F",49.0,Low,1
500430419,PA G0221114 DA DRX310_F,70.0,Low,1
500150315,PA G0221114 DA_DRX310 neu,32.0,Low,1
500150268,"PA G0221115,DA_DRX310_F",50.0,Low,1
500321559,"PA G0221115,T0101980,DA DRX310_F",81.0,Low,1
500147265,PA G0221116 DA+SV DRX310_F,43.0,Low,1
500362010,"PA G0221116,T0101980,DA,SV DRX310_F",90.0,Low,1
500159697,PA G0221131 DRX310,28.0,Low,1
500159524,PA G0221138 DRX310_F,27.0,Low,1
500316635,PA G0221138 SV offen DRX310_F,44.0,Low,1
500159536,PA G0221139 DRX310,29.0,Low,1
500397393,PA G0221139 DRX310_F,70.0,Low,1
500307682,"PA G0221143,DA DRX310_F",36.0,Low,1
500233419,PA G0221146 DA+SV DRX310,40.0,Low,1
500155420,PA G0221146 ohne DA  DRX310,40.0,Low,1
500232588,"PA G0221146,B0001130,DA+SV ML180° DRX310",50.22,Low,1
500165956,"PA G0221152,PT DRX310 NEU",170.0,Medium,2
500450729,"PA G0221154, SV open DRX310_F",45.0,Low,1
500212122,"PA G0221154,DA DRX310_F",32.0,Low,1
500164735,"PA G0221155,DA DRX310",37.0,Low,1
500204922,"PA G0221163,DA+SV DRX310",46.0,Low,1
500241721,"PA G0221166,DA+SV DRX310",34.0,Low,1
500399604,PA G0221181 3D Printer DRX316,34.0,Low,1
500390352,PA G0221186 DRX310_F,30.0,Low,1
500163165,PA G0221201 DA SV  DRX310_F,40.0,Low,1
500178834,PA G0221201 DRX316,28.0,Low,1
500219276,"PA G0221201,G0001520 ML90°od.270° DRX310",28.0,Low,1
500206479,"PA G0221201,G0001520,DA ML270° DRX310",64.0,Low,1
500208264,"PA G0221201,G0001520,DA ML90° DRX310",77.0,Low,1
500178731,PA G0221204 DRX316,28.0,Low,1
500568450,"PA G0221204,SV geschlossen DRX310_F",40.0,Low,1
500548100,"PA G0221204,SV offen DRX310_F",48.0,Low,1
500159467,PA G0221208 DRX310_F,27.0,Low,1
500420792,"PA G0221208,SV off. DRX310_F",36.0,Low,1
500482431,"PA G0221216,DA DRX310_F",50.0,Low,1
500512625,PA G0221218 DRX310_F,39.0,Low,1
500200131,"PA G0221218,DA DRX310",37.0,Low,1
500164601,"PA G0221219 ,ohne DA DRX310",33.0,Low,1
500178836,PA G0221219 DRX316,28.0,Low,1
500488413,"PA G0221219_2XT2100091,mitVakuum DRX310F",50.0,Low,1
500392466,"PA G0221219,B0001130,DA,ML0°,SV DRX310_F",47.0,Low,1
500210132,"PA G0221219,B0001130,DA,ML180° DRX310_F",65.0,Low,1
500162790,"PA G0221219,DA DRX310",53.0,Low,1
500376727,"PA G0221219,G0000987,DA,SV DRX310 Neu_F",88.0,Low,1
500376121,"PA G0221219,G0001113,DA,SV ML90°DRX310_F",42.0,Low,1
500399095,"PA G0221219,G0001113,ML270°,DA DRX310_F",46.0,Low,1
500326146,"PA G0221219,G0001537,DA,SV DRX310",55.0,Low,1
500449363,"PA G0221219,SV off.and closed DRX310_F",49.0,Low,1
500326136,"PA G0221219,T0200284,DA,SV DRX310",70.0,Low,1
500494258,"PA G0221219/10056,G0000987/710 DRX310_F",42.0,Low,1
500206250,PA G0221224 DA+SV DRX310_F,40.0,Low,1
500508959,"PA G0221224,T0200284,DA,SV,farb DRX310_F",340.0,High,3
500203877,PA G0221225 DRX310_F,40.0,Low,1
500203879,PA G0221226 DRX310_F,40.0,Low,1
500323369,PA G0221228 DRX310,40.0,Low,1
500154989,PA G0221229 DRX310_F,40.0,Low,1
500512073,PA G0221229 DRX310_F,40.0,Low,1
500397390,"PA G0221229,Klappbare_Neu DRX310_F",49.0,Low,1
500370021,PA G0221234 DRX316,27.0,Low,1
500159451,PA G0221238_DRX310_F,32.0,Low,1
500161049,PA G0221239 DRX310_F,26.0,Low,1
500231829,PA G0221240 DRX310,25.0,Low,1
500159448,PA G0221243 DRX310_F,26.0,Low,1
500149143,PA G0221247_DRX310,45.0,Low,1
500159767,PA G0221258 DRX310,25.0,Low,1
500401691,"PA G0221258,flying DRX310_F",44.0,Low,1
500381845,"PA G0221258,SV offen DRX310_F",28.0,Low,1
500315587,PA G0221264 DRX310,26.0,Low,1
500175568,"PA G0221264,PT,CPA deschis_DRX310_F",77.0,Low,1
500475189,"PA G0221268,DA DRX310_F",47.0,Low,1
500207599,"PA G0221275,DA DRX310",76.0,Low,1
500445710,"PA G0221278,T0101980,DA,SV DRX310_F",180.0,Medium,2
500514758,"PA G0221282,G0001578,PT,DA,1,CPA DRX310F",232.5,Medium,2
500206248,PA G0221283 DA+SV DRX310,43.0,Low,1
500155428,"PA G0221294,DA_DRX310_F",39.0,Low,1
500491226,"PA G0221294,DA,Üb.1mm DRX310_F",60.0,Low,1
500225817,"PA G0221294,G0002065,DA,abg1 DRX310",58.0,Low,1
500275499,"PA G0221295,ANW+GST DRX310",27.0,Low,1
500152252,"PA G0221297,DA_DRX310",37.0,Low,1
500181828,"PA G0221301 PT,DA DRX310",98.0,Low,1
500164347,PA G0221308_DRX310,25.0,Low,1
500184665,PA G0221311 DRX310,33.0,Low,1
500237677,PA G0221322 SV open DRX310_F,38.0,Low,1
500502400,"PA G0221322,DA,SV_SAFETY DRX310_F",48.0,Low,1
500236245,"PA G0221322,DA+SV DRX310_F",37.0,Low,1
500224532,"PA G0221322,G0000987,DA,SV DRX310_F",35.0,Low,1
500502393,"PA G0221322,SV offen_SAFETY DRX310_F",44.0,Low,1
500233426,PA G0221323 DA+SV DRX310_F,45.0,Low,1
500171889,PA G0221323 DRX310,45.0,Low,1
500237413,PA G0221323 SV open DRX310_F,33.0,Low,1
500502395,"PA G0221323,DA,SV_SAFETY DRX310_F",48.0,Low,1
500278578,"PA G0221323,DA,SV,horizontal DRX310",45.0,Low,1
500174468,"PA G0221323,G0001110,DA,ML90° DRX310_F",58.0,Low,1
500302701,"PA G0221323,G0001110,DA,SV,ML270°DRX310F",61.0,Low,1
500502390,"PA G0221323,SV offen_SAFETY DRX310_F",44.0,Low,1
500245821,"PA G0221323,T0200289,DA+SV DRX310",187.0,Medium,2
500243308,"PA G0221326,B0001130,DA+SV ML180°DRX310",55.0,Low,1
500234078,"PA G0221326,G0001113,DA ML90° DRX310",60.0,Low,1
500175427,PA G0221337_DRX310,29.0,Low,1
500191069,"PA G0221343,PT,DA DRX310_F",100.0,Low,1
500327767,PA G0221347 DRX310_F,28.0,Low,1
500194648,"PA G0221347,PT,DA DRX310_F",100.0,Low,1
500198618,"PA G0221355,PT,DA DRX310_F",90.0,Low,1
500196051,"PA G0221369,DA DRX310",34.0,Low,1
500415027,"PA G0221369,DA,ANW CPA DRX310_F",68.0,Low,1
500508039,"PA G0221369,SV closed DRX310_F",39.0,Low,1
500347793,"PA G0221369,SV Offen DRX310_F",40.0,Low,1
500432963,"PA G0221369,SV,DA,ANW CPA DRX310_F",150.0,Low,1
500219194,PA G0221370 DRX310,26.0,Low,1
500196052,"PA G0221370,DA DRX310",36.0,Low,1
500416373,"PA G0221370,DA,SV,ANW CPA DRX310_F",150.0,Low,1
500347882,"PA G0221370,SV Offen DRX310_F",39.0,Low,1
500347534,PA G0221373 DRX316,21.0,Low,1
500206032,PA G0221373 ohne DA DRX310,29.0,Low,1
500502401,"PA G0221373,DA,SV_SAFETY DRX310_F",48.0,Low,1
500192565,"PA G0221373,DA+SV DRX310_F",39.0,Low,1
500221334,"PA G0221373,T0200284,DA DRX310_F",60.0,Low,1
500540288,"PA G0221383,DA,CPA,SV,FA DRX310_F",150.0,Low,1
500324499,"PA G0221383,G0002065,DA,abg2, DRX310",37.0,Low,1
500432988,"PA G0221383,G0002065,SV,DA,CPA,2 DRX310F",150.0,Low,1
500399327,"PA G0221383,G0221597,Post Open DRX310_F",35.0,Low,1
500198363,PA G0221385 DRX310_F,30.0,Low,1
500198346,PA G0221386 DRX310_F,30.0,Low,1
500242460,PA G0221387 DRX310,26.0,Low,1
500527568,PA G0221389 DRX310_F,26.0,Low,1
500524954,"PA G0221389,3D Printer DRX316",30.0,Low,1
500483736,"PA G0221393,B0303777,3D Printer DRX316",39.0,Low,1
500485063,"PA G0221393,B0303777,DA,SV,ML180°DRX310F",69.0,Low,1
500498286,"PA G0221393,B0303777,Z0100629 DRX310_F",120.0,Low,1
500219273,PA G0221395 DRX310,29.0,Low,1
500305966,"PA G0221395,B0301417,DA+CPA,ML180°DRX310",48.0,Low,1
500432979,"PA G0221395,B0301417,SV,DA,CPA,0°DRX310F",80.0,Low,1
500432977,"PA G0221395,B0301417SV,DACPA,180°DRX310F",95.0,Low,1
500301236,"PA G0221395,DA,ANW CPA DRX310",57.0,Low,1
500450455,"PA G0221395,G0002065,DA,SV,CPA,1 DRX310F",150.0,Low,1
500432855,"PA G0221395,SV,DA,ANW CPA DRX310_F",150.0,Low,1
500502006,"PA G0221395,SV,DA,CPA_SAFETY DRX310_F",130.0,Low,1
500364545,"PA G0221396,DA,ANW CPA.Offen DRX310_F",69.0,Low,1
500365896,"PA G0221397,DA,ANW.CPA.offen DRX310",54.0,Low,1
500402624,"PA G0221397,G0001536,DA,CPA,DRX310_F",70.0,Low,1
500412591,"PA G0221397,G0001536,DA,p2,CPA DRX310_F",72.0,Low,1
500410174,"PA G0221397,G0001564,DA,ANW CPA DRX310F",85.0,Low,1
500209265,"PA G0221405,DA DRX310",32.0,Low,1
500385986,"PA G0221409,G0000987,CPA.off,DA DRX310_F",110.0,Low,1
500207730,"PA G0221409,SV,DA DRX310",54.0,Low,1
500515619,"PA G0221410, SV closed DRX310_F",39.0,Low,1
500563776,"PA G0221410,SV open DRX310_F",55.0,Low,1
500262689,"PA G0221417,CAD 5645 DRX310_F",31.0,Low,1
500301095,"PA G0221420,T2100728,DA+SV,Klapp.DRX310",180.0,Medium,2
500237113,PA G0221423 DRX310_F,35.0,Low,1
500475665,"PA G0221423,Üb.1mm DRX310_F",39.0,Low,1
500237294,"PA G0221426,DA,Schieb.of. DRX310",37.0,Low,1
500566630,PA G0221434 DRX310_F,50.0,Low,1
500549990,"PA G0221434,DA,SV DRX310_F",42.0,Low,1
500556338,"PA G0221434,G0210056,Post Open DRX310_F",48.0,Low,1
500225204,"PA G0221437,DA DRX310_F",34.0,Low,1
500493056,"PA G0221439,DA,Üb.1mm DRX310_F",60.0,Low,1
